ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Meta: _product_addons_exclude_global,Meta: _wpml_word_count,Meta: _wpml_media_duplicate,Meta: _wpml_media_featured,Meta: _wpml_media_has_media,Meta: _yoast_wpseo_content_score,Attribute 1 default,Attribute 2 default,Attribute 3 default,Attribute 4 default
953,variation,MD1W6D3MA59/12,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2208,,,,,,,id:257,,,,,,16,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,,,,,,
971,variation,MD1W6D3MA59/15,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2448,,,,,,,id:257,,,,,,34,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,,,,,,
989,variation,MD1W6D3MA59/18,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2868,,,,,,,id:257,,,,,,52,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,,,,,,
952,variation,MD1W6D4MA61/12,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1908,,,,,,,id:257,,,,,,15,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,,,,,,
970,variation,MD1W6D4MA61/15,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2148,,,,,,,id:257,,,,,,33,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,,,,,,
988,variation,MD1W6D4MA61/18,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2628,,,,,,,id:257,,,,,,51,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,,,,,,
945,variation,MD2W5D2MA56/12,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2930,,,,,,,id:257,,,,,,8,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,,,,,,
963,variation,MD2W5D2MA56/15,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3330,,,,,,,id:257,,,,,,26,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,,,,,,
981,variation,MD2W5D2MA56/18,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3880,,,,,,,id:257,,,,,,44,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,,,,,,
947,variation,MD2W5D3MA57/12,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3680,,,,,,,id:257,,,,,,10,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,,,,,,
965,variation,MD2W5D3MA57/15,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4080,,,,,,,id:257,,,,,,28,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,,,,,,
983,variation,MD2W5D3MA57/18,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4780,,,,,,,id:257,,,,,,46,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,,,,,,
946,variation,MD2W5D4MA60/12,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3180,,,,,,,id:257,,,,,,9,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,,,,,,
964,variation,MD2W5D4MA60/15,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3580,,,,,,,id:257,,,,,,27,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,,,,,,
982,variation,MD2W5D4MA60/18,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4380,,,,,,,id:257,,,,,,45,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,,,,,,
954,variation,MD2W6D2MA58/12,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3516,,,,,,,id:257,,,,,,17,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,,,,,,
972,variation,MD2W6D2MA58/15,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3996,,,,,,,id:257,,,,,,35,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,,,,,,
990,variation,MD2W6D2MA58/18,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4656,,,,,,,id:257,,,,,,53,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,,,,,,
956,variation,MD2W6D3MA59/12,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4416,,,,,,,id:257,,,,,,19,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,,,,,,
974,variation,MD2W6D3MA59/15,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4896,,,,,,,id:257,,,,,,37,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,,,,,,
992,variation,MD2W6D3MA59/18,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,5736,,,,,,,id:257,,,,,,1,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,,,,,,
955,variation,MD2W6D4MA61/12,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3816,,,,,,,id:257,,,,,,18,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,,,,,,
973,variation,MD2W6D4MA61/15,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4296,,,,,,,id:257,,,,,,36,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,,,,,,
991,variation,MD2W6D4MA61/18,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,5256,,,,,,,id:257,,,,,,54,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,,,,,,
948,variation,MD3W5D2MA56/12,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4395,,,,,,,id:257,,,,,,11,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,,,,,,
966,variation,MD3W5D2MA56/15,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4995,,,,,,,id:257,,,,,,29,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,,,,,,
984,variation,MD3W5D2MA56/18,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,5820,,,,,,,id:257,,,,,,47,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,,,,,,
950,variation,MD3W5D3MA57/12,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,5520,,,,,,,id:257,,,,,,13,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,,,,,,
968,variation,MD3W5D3MA57/15,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,6120,,,,,,,id:257,,,,,,31,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,,,,,,
986,variation,MD3W5D3MA57/18,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,7170,,,,,,,id:257,,,,,,49,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,,,,,,
949,variation,MD3W5D4MA60/12,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4770,,,,,,,id:257,,,,,,12,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,,,,,,
967,variation,MD3W5D4MA60/15,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,5370,,,,,,,id:257,,,,,,30,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,,,,,,
985,variation,MD3W5D4MA60/18,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,6570,,,,,,,id:257,,,,,,48,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,,,,,,
957,variation,MD3W6D2MA58/12,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,5274,,,,,,,id:257,,,,,,20,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,,,,,,
975,variation,MD3W6D2MA58/15,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,5994,,,,,,,id:257,,,,,,38,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,,,,,,
993,variation,MD3W6D2MA58/18,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,6984,,,,,,,id:257,,,,,,2,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,,,,,,
959,variation,MD3W6D3MA59/12,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,6624,,,,,,,id:257,,,,,,22,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,,,,,,
977,variation,MD3W6D3MA59/15,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,7344,,,,,,,id:257,,,,,,40,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,,,,,,
995,variation,MD3W6D3MA59/18,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,8604,,,,,,,id:257,,,,,,4,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,,,,,,
958,variation,MD3W6D4MA61/12,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,5724,,,,,,,id:257,,,,,,21,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,,,,,,
976,variation,MD3W6D4MA61/15,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,6444,,,,,,,id:257,,,,,,39,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,,,,,,
994,variation,MD3W6D4MA61/18,Keto Light,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,7884,,,,,,,id:257,,,,,,3,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,,,,,,
